demo_resp_gen,demo_age,demo_edu,demo_caste,demo_caste_oth,demo_religion,demo_religion_oth,demo_shg,hh_id_long_anon_str,demo_hoh_gender,demo_hoh_jati,demo_hoh_jati_oth,demo_ration_ownerhsip,demo_ration_type,demo_house_area,demo_house_area_unit,demo_house_area_unit_oth,demo_land_ownership,demo_land_ownership_os,demo_roof_material,demo_wall_material,demo_floor_material,demo_room_ct,demo_kitchen,demo_bathroom,demo_fuel_source_main,demo_fuel_source_oth,demo_drink_water,demo_drink_water_source_oth,demo_male_defec,demo_fem_defec,demo_toilet_type,demo_livestock_revenue,demo_income,demo_asset_sew_machine,demo_asset_refrigerator,demo_asset_wash_machine,demo_asset_almirah,demo_asset_kerosene_stove,demo_asset_stove,demo_asset_cycle,demo_asset_rickshaw,demo_asset_scooter,demo_asset_car_jeep,demo_asset_e_rickshaw,demo_asset_landline,demo_asset_mobile,demo_asset_tv,demo_asset_cd_dvd,demo_asset_fan,demo_asset_computer,demo_asset_pressure_cook,demo_asset_cooler,demo_asset_air_condo,demo_asset_radio,demo_asset_cylinder,demo_asset_cable,demo_asset_gold,demo_asset_silver,demo_ration_ownership,demo_location,demo_fem_hoh_edu,demo_asset_furniture,demo_asset_motorcycle,demo_asset_car,demo_asset_jeep,demo_asset_tractor,demo_fuel_kerosene,demo_fuel_firewood,demo_fuel_cropres,demo_fuel_coal,demo_fuel_dung,demo_fuel_electricity,demo_fuel_dk,demo_fuel_ref,demo_fuel_oth,demo_fem_edu,demo_fem_edu_oth,state_id,state_id_str,district_id,district_id_str,psu_id,psu_id_str,sampling_frame,ppi_score_raw,ppi_quartile,state,district,consent,demo_ag_hh,demo_ag_dec_mkr,demo_agdm_avail,demo_agdm_consent,agr_sow_status,agr_no_sow,agr_land_cult,agr_land_unit,agr_land_rented,agr_land_cult_prevyr,agr_land_rent_prevyr,agr_crop_most,agr_crop_money,agr_fert_cost,agr_fert_cost_prevyr,agr_fert_cost_change,agr_fert_amt_change,agr_fert_diffs,agr_fert_diffs_shut,agr_fert_diffs_nostock,agr_fert_diffs_aadhar,agr_fert_diffs_charge,agr_fert_diffs_oth,agr_fert_diffs_none,agr_fert_diffs_ref,agr_borrow,agr_no_borrow,agr_borrow_kcc,agr_borrow_prevyr,agr_no_borrow_prevyr,agr_borrow_kcc_prevyr,agr_complete,demo_hh_size,con_lckdwn,con_wk,demo_gen_ag,demo_gen_nonag,con_limit_lckdwn,con_limit_lckdwn_reduce,con_limit_lckdwn_out,con_limit_lckdwn_hungry,con_limit_lckdwn_noeat,con_limit_lckdwn_none,con_limit_lckdwn_ref,con_limit_wk,con_limit_wk_reduce,con_limit_wk_out,con_limit_wk_hungry,con_limit_wk_noeat,con_limit_wk_none,con_limit_wk_ref,con_complete,mig_size,mig_return_size,mig_future_mig,mig_most_inc,mig_location,mig_lckdwn_work,mig_avg_wage,mig_wage_unit,mig_curr_work,mig_daily_wage,mig_wage_unit_curr,mig_complete,lab_lckdwn_occu,lab_lckdwn_wage,lab_lckdwn_freq,lab_curr_occu,lab_curr_wage,lab_curr_freq,lab_nowork,lab_nowork_none,lab_nowork_cant_find,lab_nowork_wages,lab_nowork_materials,lab_nowork_covid_choice,lab_nowork_fines,lab_nowork_sick,lab_nowork_oth,lab_nowork_ref,lab_complete,rel_bank,rel_transfer_rec,rel_check_balance,rel_transfer_amt,rel_transfer_mem,rel_withdraw_try,rel_withdraw_notry,rel_withdraw_atm,rel_withdraw_biz,rel_withdraw_shg,rel_withdraw_unable,rel_withdraw_ref,rel_no_withdraw,rel_nowithdraw_crowd,rel_nowithdraw_health,rel_nowithdraw_far,rel_nowithdraw_nocash,rel_nowithdraw_closed,rel_nowithdraw_unavail,rel_nowithdraw_fail,rel_nowithdraw_oth,rel_nowithdraw_ref,rel_mnrega,rel_mnrega_delay,rel_mnrega_avg,rel_shg_rec,rel_shg_ppe,rel_shg_san,rel_shg_info,rel_shg_food,rel_shg_meds,rel_shg_econ_loan,rel_shg_con_loan,rel_shg_grains,rel_shg_norec,rel_shg_none,rel_shg_dk,rel_shg_ref,rel_ration_card,rel_pds_rec,rel_pds_rec_wheat,rel_pds_rec_rice,rel_pds_rec_pulses,rel_pds_rec_oth,rel_pds_rec_none,rel_pds_rec_ref,rel_pds_wheat_free,rel_pds_rice_free,rel_pds_wheat_buy,rel_pds_rice_buy,rel_pds_wheat_prc,rel_pds_rice_prc,rel_nonpds_wheat_buy,rel_nonpds_rice_buy,rel_nonpds_wheat_prc,rel_nonpds_rice_prc,rel_complete,hea_fac_visit,hea_fac_type,hea_service,hea_service_oth,hea_avoid,hea_avoid_serv,hea_avoid_treat,hea_avoid_imm,hea_avoid_anc,hea_avoid_fp,hea_avoid_child_grw,hea_avoid_checkup,hea_avoid_edu,hea_avoid_ref,hea_avoid_oth,hea_symp,hea_symp_fever,hea_symp_cough,hea_symp_tired,hea_symp_breath,hea_symp_pain,hea_symp_appetite,hea_symp_throat,hea_symp_diarrhea,hea_symp_nausea,hea_symp_congest,hea_symp_smell,hea_symp_ref,hea_symp_oth,hea_prev,hea_prev_wash,hea_prev_san,hea_prev_cover,hea_prev_face,hea_prev_dist,hea_prev_crowd,hea_prev_sick,hea_prev_contact,hea_prev_touch,hea_prev_clean,hea_prev_mask,hea_prev_nospit,hea_prev_home,hea_prev_ref,hea_prev_oth,hea_complete,fully_complete
Male,28,,General,,Hinduism,,No,8122761097756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,241,241,,,,Rajasthan,122,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1200,2000,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Salaried job in private company,230,3,Salaried job in private company,320,3,1,0,1,0,0,0,0,0,0,0,1,Yes,Yes,,558,1,3,0,0,1,0,0,0,,,,,,,,,,,Tried but did not get work for any of the days,,100,1,1,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,15,,-777,,1,No,,,,No,,,,,,,,,,,1 7,1,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Male,37,,Other Backward Caste,,Hinduism,,No,8122761097779,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,,,No,Yes,No,No,No,0,1,0,0,1,0,0,0,,Below primary,,Rajasthan,8,122,122,241,241,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,2,Bigha,0,2,0,Jowar,,800,2000,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,-999,,,1,6,-777,-777,Female,Male,-777,0,0,0,0,0,0,-777,0,0,0,0,0,0,0,-777,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,Half Complete,,,,Half Complete,,,,,,,,,,,-777,0,0,0,0,0,0,0,0,0,0,0,0,,-777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Male,40,,Scheduled Caste;,,Hinduism,,Refuse to Answer,812279203510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,136,136,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,2,Bigha,0,.5,0,Maize,,600,300,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,2000,,0,0,"Did not need a loan, used personal savings",,1,7,2000,1000,Female,Male,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,500,1,2,0,1,0,0,0,0,,,,,,,,,,,Tried and got work for some of the days,No,125,2,0,1,0,0,0,0,0,0,0,0,0,0,Yes,1 3,1,0,1,0,0,0,36,,1,,-777,,0,,,,1,No,,,,No,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,,5 10 11,0,0,0,0,1,0,0,0,0,1,1,0,0,0,,1,1
Male,49,"Class 6 -10,",General,,Hinduism,,Yes,8122792035297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,136,136,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,4,Bigha,0,4,4,Maize,,1200,1200,"Prices of some have increased, prices of some have decreased or stayed the same",Quantities of all have decreased,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,4,3000,600,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,5000,2,1,1,0,0,0,0,0,,,,,,,,,,,Tried and got work for all of the days,Yes,200,1 2,1,1,0,0,0,0,0,0,0,0,0,0,Yes,1 2 3,1,1,1,0,0,0,15,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1
Male,31,"Class 6 -10,",General,,Hinduism,,Yes,8122792035742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,136,136,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,2,Bigha,0,2,0,Maize,,600,600,Prices of all have increased,Half complete,-777,0,0,0,0,0,0,0,-777,,-777,-777,,-777,0,-777,-777,-777,Female,Male,-777,0,0,0,0,0,0,-777,0,0,0,0,0,0,0,-777,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,Half Complete,,,,Half Complete,,,,,,,,,,,-777,0,0,0,0,0,0,0,0,0,0,0,0,,-777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Male,28,,Other Backward Caste,,Hinduism,,No,812279203575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,136,136,,,,Rajasthan,122,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-777,-777,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Salaried job in private company,-777,7,Salaried job in private company,-777,7,,,,,,,,,,,1,Yes,Yes,,500,1,3,0,0,1,0,0,0,,,,,,,,,,,Tried and got work for some of the days,No,-777,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,,1 2 3 5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,1
Male,,,,,,,,8122792035949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,136,136,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,7.5,Bigha,6,1.5,0,Maize,,3900,1900,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,10000,,0,3500,,0,1,4,3000,1000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,500,1,3,0,0,1,0,0,0,,,,,,,,,,,Tried but did not get work for any of the days,,150,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1 2 5 10 11,1,1,0,0,1,0,0,0,0,1,1,0,0,0,,1,1
Male,40,,Other Backward Caste,,Islam,,No,8122792065105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,195,195,,,,Rajasthan,122,Yes,Yes,Yes,,,I am still in the process of sowing,,15,Bigha,11,15,11,Maize,,3750,2000,"Prices of some have increased, prices of some have decreased or stayed the same","Quantities of some have increased, quantities of some have decreased",0,0,0,0,0,0,1,0,60000,,40000,30000,,30000,1,3,3000,400,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,2000,1,3,0,0,1,0,0,0,,,,,,,,,,,Tried and got work for some of the days,No,125,1 2,1,1,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 3 4,1,1,1,1,0,0,0,0,0,0,0,0,,1 2 6 11,1,1,0,0,0,1,0,0,0,0,1,0,0,0,,1,1
Male,51,Class 11-12 or 12 pass,General,,Hinduism,,Yes,81227920651137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,195,195,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,3,Bigha,0,6,3,Cotton,,1260,1260,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,Other,,180000,,180000,1,7,2000,-999,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Don't Know,No,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,Yes,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,35,,1,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Male,50,,Other Backward Caste,,Hinduism,,No,81227920651151,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning",,,"No, Not currently owning",,,,,,,,No,No,No,No,No,0,1,0,0,0,0,0,0,,Never been enrolled in any educational institution,,Rajasthan,8,122,122,195,195,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,10,Bigha,0,10,0,Maize,,3600,3500,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,20000,,0,20000,,0,1,10,7000,2000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,2500,1,3,0,0,1,0,0,0,,,,,,,,,,,Tried and got work for some of the days,Yes,170,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 4,1,1,0,1,0,0,0,0,0,0,0,0,,5 11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,1,1
Male,52,"Class 6 -10,",Other Backward Caste,,Hinduism,,Yes,8122792065632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,195,195,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,10,Bigha,5,10,5,Maize,,5000,5000,"Prices of some have increased, prices of some have decreased or stayed the same",Quantities have stayed the same,0,0,0,0,0,0,1,0,10000,,0,15000,,0,1,10,5000,600,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,10000,4,1,1,0,0,0,0,0,,,,,,,,,,,Tried and got work for all of the days,Yes,150,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,1 3,1,0,1,0,0,0,35,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 4,1,1,0,1,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1
Male,33,,Scheduled Tribe,,Hinduism,,No,8122792071273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,68,068,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,8,Bigha,0,8,0,Sesame,,5000,1250,Prices of all have increased,Quantities have stayed the same,0,0,0,0,0,0,1,0,-888,,,-888,,,1,3,1600,500,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,-888,,,,,,,,,,,,,,,,,,,Refuse,,180,1,1,0,0,0,0,0,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,2 4 5,0,1,0,1,1,0,0,0,0,0,0,0,,1 5 6 11,1,0,0,0,1,1,0,0,0,0,1,0,0,0,,1,1
Female,30,,Scheduled Tribe,,Hinduism,,No,8122792071695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,68,068,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,4,Bigha,0,4,0,Half complete,,-777,-777,,,,,,,,,,,-777,,-777,-777,,-777,0,-777,-777,-777,Female,Female,-777,0,0,0,0,0,0,-777,0,0,0,0,0,0,0,-777,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,Half Complete,,,,Half Complete,,,,,,,,,,,-777,0,0,0,0,0,0,0,0,0,0,0,0,,-777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Male,,,,,,,,81227920931198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,9,009,,,,Rajasthan,122,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-777,-777,,Male,-777,0,0,0,0,0,0,-777,0,0,0,0,0,0,0,-777,,,,,,,,,,,1,Half complete,-777,-777,Half complete,-777,-777,-777,0,0,0,0,0,0,0,0,0,0,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,Half Complete,,,,Half Complete,,,,,,,,,,,-777,0,0,0,0,0,0,0,0,0,0,0,0,,-777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Male,55,,Scheduled Tribe,,Hinduism,,No,8122792093166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,9,009,,,,Rajasthan,122,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3000,500,,Female,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,"Daily wage labour in agriculture,",200,-888,Daily wage labour in non-agriculture,200,7,,,,,,,,,,,1,Yes,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,Tried and got work for some of the days,No,160,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 5,1,1,0,0,1,0,0,0,0,0,0,0,,5 10 13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,,1,1
Male,55,,Scheduled Tribe,,Hinduism,,No,8122792093621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,9,009,,,,Rajasthan,122,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000,1500,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Salaried job in government,1000,7,,,,,,,,,,,1,Yes,No,No,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,Yes,Govt. hospital,Medical treatment for self or household member,,No,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,,1 2 11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Male,62,,Scheduled Tribe,,Hinduism,,No,8122792093792,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"Yes, currently own","No, Not currently owning",,"Yes, currently own",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,,,Yes,Yes,No,Yes,No,1,0,1,0,1,0,0,0,,Never been enrolled in any educational institution,,Rajasthan,8,122,122,9,009,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,-888,Refuse to Answer,,-888,,Refuse,,-888,-888,Refuse,Refuse,-888,0,0,0,0,0,0,1,-888,,,-888,,,1,5,3000,-999,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,10,0,0,0,0,0,0,0,0,0,1,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 4 7,1,1,0,1,0,0,1,0,0,0,0,0,,1 2 7 11,1,1,0,0,0,0,1,0,0,0,1,0,0,0,,1,1
Male,23,,Other Backward Caste,,Hinduism,,No,8122807026512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,272,272,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,2,Bigha,0,2,0,Wheat,,5000,5000,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,7,20000,-777,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,2 4 6,0,1,0,1,0,1,0,0,0,0,0,0,,1 2 11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Male,42,No schooling;,Other Backward Caste,,Hinduism,,Yes,8122807044408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,89,089,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,5,Bigha,0,5,0,Maize,,5000,5000,"Prices of some have increased, prices of some have decreased or stayed the same",Quantities of all have increased,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,5,5000,1000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,,Tried and got work for all of the days,Don't Know,200,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,0,0,0,0,0,1,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,1 5 11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,1,1
Male,35,,General,,Hinduism,,No,8122807044446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,89,089,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,6,Bigha,0,2,0,Urad / Blackgram,,2400,240,Prices have stayed the same,Quantities of all have increased,0,0,0,0,0,0,1,0,20000,,18000,0,"Needed a loan, but couldn't find anyone willing to lend",,1,10,6000,1500,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,1500,3,3,0,0,1,0,0,0,,,,,,,,,,,Tried but did not get work for any of the days,,200,1 2,1,1,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 3 4,1,1,1,1,0,0,0,0,0,0,0,0,,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1
Male,45,Class 11-12 or 12 pass,General,,Hinduism,,Yes,8122807044615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,89,089,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,9,Bigha,2,7,0,Jute,,1800,1200,"Prices of some have increased, prices of some have decreased or stayed the same",Quantities of all have increased,4,0,0,0,1,0,0,0,20000,,0,15000,,0,1,8,6000,-999,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,500,1,3,0,0,1,0,0,0,,,,,,,,,,,Tried and got work for all of the days,Yes,150,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,7 99,0,0,0,0,0,0,1,0,0,0,0,0,Uttradata nhi jante h,5 7 11,0,0,0,0,1,0,1,0,0,0,1,0,0,0,,1,1
Male,,,,,,,,81228070447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan,8,122,122,89,089,,,,Rajasthan,122,Yes,Yes,Yes,,,I have completed sowing,,6,Bigha,0,6,0,Jute,,4000,4000,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,15000,,0,1,6,3000,700,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,Respondent,Home town,0,,,0,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,500,1,2,0,1,0,0,0,0,,,,,,,,,,,Tried and got work for some of the days,No,180,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,1,1,0,0,0,0,0,60,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,,1 5 7 11 13,1,0,0,0,1,0,1,0,0,0,1,0,1,0,,1,1
