"geo_state","geo_dist","geo_state_new","geo_dist_new","geo_village","geo_block","demo_gender","demo_age","demo_edu","demo_caste","demo_caste_oth","demo_religion","demo_religion_oth","demo_selfhelp","demo_ag_hh","demo_hh_size","mig_size","mig_total_ratio","mig_return_size","mig_return_ratio","mig_no_return_size","mig_noreturn_ratio","mig_most_inc","mig_avg_wage","mig_wage_unit","mig_daily_wage","mig_daily_wage_unit","mig_wage_change_mean","mig_zeroinc_prop","con_feb","con_wk","con_weekchange_mean","con_less_prop","con_wk_atta","con_curr_atta","con_atta_unavail_prop","con_attachange_mean","con_wk_onions","con_curr_onions","con_onion_unavail_prop","con_onionschange_mean","con_wk_rice","con_curr_rice","con_rice_unavail_prop","con_ricechange_mean","lab_march_occu","lab_march_occu_oth","lab_march_wage","lab_march_freq","lab_curr_occu","lab_curr_wage","lab_zeroinc_prop","lab_wagechange_mean","lab_curr_freq","lab_workdayschange_mean","lab_nowork_none_prop","lab_nowork_cant_find_prop","lab_nowork_wages_prop","lab_nowork_shut_prop","lab_nowork_materials_prop","lab_nowork_covid_choice_prop","lab_nowork_fines_prop","lab_nowork_dk","lab_nowork_ref","lab_nowork_oth","agr_crop_grown","agr_crop_grown_oth","agr_crop_planted","agr_crop_cat_prop","agr_prc_yr","agr_prc_yr_unit","agr_prc_yr_unit_oth","agr_prc_prev_yr_kg","agr_crop_perish","agr_crop_cereals","agr_crop_pulses","agr_crop_status","agr_sales_not_started_prop","agr_sales_ongoing_prop","agr_sales_complete_prop","agr_crop_sold","agr_sell_most_curr_prop","agr_nosell_notready","agr_nosell_seeds","agr_nosell_destroy","agr_nosell_demand","agr_nosell_markets","agr_nosell_prices","agr_nosell_lckdwn","agr_nosell_labor","agr_nosell_transport","agr_nosell_machine","agr_nosell_dk","agr_nosell_ref","agr_nosell_oth","agr_prc_holi","agr_prc_holi_unit","agr_prc_holi_unit_oth","agr_prc_holi_kg","agr_prc_curr","agr_prc_curr_unit","agr_prc_curr_unit_oth","agr_prc_curr_kg","agr_prc_change_holi_mean","agr_selldiff_none","agr_selldiff_labor","agr_selldiff_transport","agr_selldiff_markets","agr_selldiff_demand","agr_selldiff_travel","agr_selldiff_police","agr_selldiff_dk","agr_selldiff_ref","agr_selldiff_oth","agr_sell_lckdwn","agr_sell_prevyr","agr_sell_most_prevyr_prop","agr_next_ssn_land","agr_next_ssn_unit","agr_next_ssn_unit_oth","agr_next_ssn_inputs","agr_next_ssn_borrow","agr_land_prevyr","agr_land_prevyr_unit","agr_land_prevyr_unit_oth","agr_prevyr_land_main","agr_prevyr_land_main_unit","agr_prevyr_main_inputs","agr_prevyr_main_borrow","agr_monsoon_inputs","agr_monsoon_borrow","agr_curr_land","agr_curr_land_unit","agr_curr_land_unit_oth","agr_curr_inputs","agr_curr_borrow","agr_land_change_mean","agr_inputs_change_abs_mean","agr_borrow_change_abs_mean","agr_prc_change_yr_mean","rel_bank","rel_transfer_rec","rel_govt_transfer_fa_prop","rel_check_balance","rel_april_checked","rel_transfer_amt","rel_transfer_mem","rel_amt_received_mean","rel_ration_prc_closed","rel_ration_prc_nogo","rel_ration_prc_none","rel_ration_prc_free","rel_ration_prc_cheaper","rel_ration_prc_exp","rel_ration_prc_unavail","rel_ration_prc_dk","rel_ration_prc_ref","rel_cheap_ration_prop","rel_nrega","rel_nrega_unavail_prop","rel_nrega_incr_prop","rel_nrega_dec_prop","rel_nrega_same_prop","rel_nrega_stop_prop","hea_fac_visit","hea_fac_type","hea_fac_type_oth","hea_service_oth","hea_service_treat","hea_service_imm","hea_service_anc","hea_service_fp","hea_service_child_grw","hea_service_health","hea_service_edu","hea_avoid","hea_avoid_treat","hea_avoid_imm","hea_avoid_anc","hea_avoid_fp","hea_avoid_child_grw","hea_avoid_checkup","hea_avoid_edu","hea_avoid_oth","hea_avoid_dk","hea_avoid_ref","hea_symp_fever","hea_symp_cough","hea_symp_tired","hea_symp_breath","hea_symp_pain","hea_symp_appetite","hea_symp_throat","hea_symp_diarrhea","hea_symp_nausea","hea_symp_congest","hea_symp_smell","hea_symp_oth","hea_symp_dk","hea_symp_ref","hea_symp_main_prop","hea_prev_wash","hea_prev_san","hea_prev_cover","hea_prev_face","hea_prev_dist","hea_prev_crowd","hea_prev_sick","hea_prev_contact","hea_prev_touch","hea_prev_clean","hea_prev_mask","hea_prev_nospit","hea_prev_home","hea_prev_oth","hea_prev_dk","hea_prev_ref","hea_prev_aware_prop","sampling_frame","strata_id","psu","weight_base","weight_raked","weight_hh","hh_id_long_anon_str","health_eligible","fully_complete","religion_hhinfo","religion_other_hhinfo","caste_hhinfo","caste_other_hhinfo","ciff_edu","lab_occ_none","lab_occ_selfag","lab_occ_selfnonag","lab_occ_salary","lab_occ_dailyw","lab_occ_mar_none","lab_occ_mar_selfag","lab_occ_mar_selfnon","lab_occ_mar_salary","lab_occ_mar_dailyy","shrid","pc11_s_id","pc11_town_id","pc11_sd_id","pc11_subdistrict_id","pc11_district_id","pc11_d_id","latitude","longitude","altitude","accuracy","master_dist_no","master_dist_name","master_hh_id_short","master_hh_id_long_str","master_health_eligible"
8,129,,,"_777","_777",1,,,,,,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,"CIFF",197,"026",962.030456542969,4038.54695472476,4038.546875,"8129493026753",1,0,,,,,,,,,,,,,,,,"11-08-104939",8,"104939",682,"00682","129","129",24.2549209594727,75.8227996826172,0,3621,"129","Jhalawar",7,81291971047,1
8,101,8,101,"Lodera","Dungargard",1,34,3,1,,1,,0,1,6,0,0,,,,,,,,,,,,10000,,,,22,20,0,-0.0909090936183929,25,10,0,-0.600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,44,,2,,,,,,0,0,0,1,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,25000,15000,,,,,1,0,0,1,1,,,,0,1,0,0,0,0,0,0,0,,4,1,0,0,0,1,1,8,,,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,"CIFF",17,"072",2035.59228515625,8545.2960125819,8545.2958984375,"8101055072496",1,1,,,,,,,,,,,,,,,,"11-08-069844",8,"069844",480,"00480","101","101",28.2757396697998,73.9189376831055,165.300003051758,5.40000009536743,"101","Bikaner",651,8101017033651,1
9,145,9,145,"Raipura jaat","Farah",1,24,4,2,,1,,0,0,5,0,0,,,,,,,,,,,,,2500,,,,40,0,,30,30,0,0,,,,,2,,450,7,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",145,"124",1,32448.253253656,32448.25390625,"9145481124448",0,1,,,,,,1,0,0,0,0,0,0,1,0,0,"11-09-124453",9,"124453",764,"00764","145","145",27.2676906585693,77.8117523193359,124,4.5,"145","145",1273,91450220151273,0
20,346,,,"Joharsaraie","Madhiharae",1,77,3,1,,1,,0,0,6,0,0,,,,,,,,,,,,10000,4000,0.600000023841858,0,30,30,0,0,50,35,0,-0.300000011920929,,,,,0,,,,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,1,,,,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIFF",77,"046",349.223968505859,2194.25658493106,349.223968505859,"20346308046860",0,1,,,,,,1,0,0,0,0,1,0,0,0,0,"11-20-347311",20,"347311",2499,"02499","346","346",24.2299556732178,83.7192687988281,199,13,"346","Garwha",421,20346077112421,0
8,128,8,128,"Baran","Baran",1,34,3,3,,1,,0,0,6,0,0,,,,,,,,,,,,7000,1500,-0.142857149243355,1,26,25,0,-0.0384615398943424,20,10,0,-0.5,,,,,4,,150,6,4,100,0,-0.333333343267441,6,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,0,2500,1,2500,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"CIFF",195,"053",1122.60827636719,5986.44694649893,5986.44677734375,"81281060531038",1,1,,,,,,0,0,0,0,1,0,0,0,0,1,"11-08-800615",8,"800615",672,,,"128",25.1034107208252,76.5177993774414,197,8.80000019073486,"128","Baran",808,8128195044808,1
20,353,,,"Amrapara","Amrapara",1,62,4,3,,1,,0,1,7,0,0,,,,,,,,,,,,60000,8000,-0.466666668653488,1,35,35,0,0,20,25,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,1,30,1,,30,0,1,0,2,0,1,0,,,,,,,,,,,,,,,,1440,2,,14.3999996185303,1450,2,,14.5,0.00694447103887796,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.516666650772095,1,0,0,-888,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,1,1,,,0,0,1,0,0,1,0,0,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,,0,0,1,"CIFF",4,"054",186.142532348633,1154.30062304061,186.142532348633,"20353282054549",0,1,99,"Sanatan",3,,5,,,,,,,,,,,"11-20-360165",20,"360165",2574,"02574","353","353",24.5208015441895,87.5717697143555,29.7999992370605,4.09999990463257,"353","Pakur",604,20353004198604,0
28,4,,,"Kotthuru","Kadigodi",1,73,3,1,,1,,0,1,2,0,0,,,,,,,,,,,,1500,200,-0.466666668653488,1,,,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,37,,0,3,,,,,1,0,0,1,1,0,0,,,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1000,1,1000,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOAR",12,"038",1,49918.0770770862,49918.078125,"28468103886",0,1,,,,,,,,,,,,,,,,"11-28-591747",28,"591747",5160,"05160","550","550",14.7858572006226,79.7441787719727,-21.9919605255127,8,"4","4",420,28004012054420,0
9,145,,,"Donaitiya","Mat",1,56,1,2,,1,,0,1,11,5,5,0,0,0,0,2,9000,2,2300,1,-0.123809486627579,0,11000,2300,-0.163636356592178,1,23,19,0,-0.173913046717644,50,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22,,1,3,,,,,1,0,0,3,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4000,0,2,5,,,,,,4500,0,,,,,,0,-0.111111111938953,,,1,0,0,4,0,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",145,"445",1,32448.253253656,32448.25390625,"91454814451596",0,1,,,,,,,,,,,,,,,,"11-09-123963",9,"123963",762,"00762","145","145",27.6112003326416,77.8037719726563,130,7.40000009536743,"145","145",1274,91450220101274,0
23,444,,,"bediyakla","bhopal",1,51,2,2,,1,,0,1,5,0,0,,,,,,,,,,,,3000,,,,28,28,0,0,15,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,1800,2,,18,0,1,0,2,0,1,0,,,,,,,,,,,,,,,,1925,2,,19.25,1925,2,,19.25,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0694444477558136,1,1,1,3,0,4000,1,4000,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",24,"495",2,10267.7217074519,10267.7216796875,"23444253495382",0,1,,,,,,,,,,,,,,,,"11-23-482498",23,"482498",3581,"03581","444","444",23.1602153778076,77.2556381225586,471.299987792969,3.5,"444","444",896,23444444308896,0
28,4,28,550,"Thopugunta","Kaluvaya",1,34,3,4,,1,,0,0,4,0,0,,,,,,,,,,,,8000,500,-0.75,1,,,,,,,0,,45,50,0,0.111111111938953,4,,500,3,0,0,1,-1,0,-1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1500,1,1500,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOAR",11,"486",1,49918.0770770862,49918.078125,"2847054861224",0,1,,,,,,1,0,0,0,0,0,0,0,0,1,"11-28-591990",28,"591990",5174,"05174","550","550",14.4975996017456,79.4417343139648,-15.0128631591797,8,"4","4",421,28004011049421,0
23,458,,,"Tehrai","Rajgad",1,18,3,4,,1,,0,0,8,0,0,,,,,,,,,,,,,5000,,,30,30,0,0,50,60,0,0.200000002980232,,,,,1,,,,0,,,,0,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",18,"557",10,25415.2557047419,25415.255859375,"234585805571301",0,1,,,,,,1,0,0,0,0,0,1,0,0,0,"11-23-499339",23,"499339",3679,"03679","458","458",24.4359245300293,77.2539520263672,454.399993896484,13.6000003814697,"458","458",233,23458458363233,0
20,346,20,346,"Kamdiekala","Rangka",1,18,3,2,,1,,0,1,4,0,0,,,,,,,,,,,,4000,500,-0.5,1,,22,0,,,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,7000,0,,,,,,,-0.28571429848671,,,1,1,1,2,1,4000,2,4000,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"CIFF",80,"007",873.059997558594,5413.98941133038,5413.9892578125,"20346855007746",1,1,,,,,,,,,,,,,,,,"11-20-347901",20,"347901",2511,"02511","346","346",23.9299716949463,83.8225631713867,300.700012207031,4.09999990463257,"346","Garwha",269,20346080399269,1
9,171,9,171,"Chiwlaha","Mau",1,23,5,1,,1,,0,1,5,0,0,,,,,,,,,,,,5000,1000,-0.200000002980232,1,,,0,,40,30,0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,16,1,,16,0,1,0,2,0,1,0,,,,,,,,,,,,,,,,18,1,,18,16,1,,16,-0.111111111938953,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,500,1,500,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",171,"480",1,42046.6330497999,42046.6328125,"91713584801037",0,1,,,,,,,,,,,,,,,,"11-09-156064",9,"156064",876,"00876","171","171",25.2290840148926,81.3942794799805,58,3.20000004768372,"171","171",1275,91710230241275,0
8,120,,,"Jivadiya","Piplu",1,35,4,4,,1,,1,1,4,0,0,,,,,,,,,,,,70000,1000,-0.942857146263123,1,,27,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,,1,2,4000,2,,40,0,0,1,2,0,1,0,,,,,,,,,,,,,,,,3500,2,,35,4039,2,,40.3899993896484,0.153999984264374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00974998436868191,1,1,1,1,1,1100,1,1100,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"CIFF",95,"030",951.664794921875,3995.03252034395,3995.03247070313,"8120802030257",1,1,,,,,,,,,,,,,,,,"11-08-092746",8,"092746",616,"00616","120","120",26.2285385131836,75.8102111816406,265.200012207031,4.80000019073486,"120","Tonk",136,8120095079136,1
8,101,,,".",".",1,,,,,,,,1,6,0,0,,,,,,,,,,,,8000,3000,0.5,0,,,0,,70,10,0,-0.857142865657806,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIFF",15,"038",763.347106933594,3204.48600471821,763.347106933594,"8101197038828",0,0,,,,,,,,,,,,,,,,"11-08-069570",8,"069570",476,"00476","101","101",27.4742012023926,73.0045547485352,0,900,"101","Bikaner",579,8101015230579,0
8,129,,,"बकानी","Jhalawar",1,27,3,1,,2,,1,1,5,1,1,1,1,,,1,200,3,50,3,-0.75,0,8000,1200,-0.400000005960464,1,30,28,0,-0.0666666701436043,15,10,0,-0.333333343267441,,,,,,,,,,,,,,,,,,,,,,,,,99,"रिजका",1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,18000,12000,4,5,,,,,,9500,12000,,,,,,0.25,0.666666686534882,0,,1,1,1,2,1,2000,3,2000,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,1,1,,,0,0,0,0,1,0,0,0,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,1,"CIFF",199,"080",481.015228271484,3661.73806543349,481.015228271484,"8129512080662",0,1,2,,4,,6,,,,,,,,,,,"11-08-104376",8,"104376",679,,,"129",24.288688659668,76.2355651855469,301,9,"129","Jhalawar",87,812919924787,0
20,367,,,"Paroo","Banoo",1,60,3,3,,1,,0,1,6,0,0,,,,,,,,,,,,2000,1000,1,0,35,35,0,0,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,10000,0,2,1,,,,,,5000,0,,,,,,1.5,1,,,1,0,0,1,1,,,,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,,,,,,,,,,,1,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,1,"CIFF",59,"021",404.32666015625,2507.29647782036,404.32666015625,"20367208021895",0,1,1,,-999,,1,,,,,,,,,,,"11-20-376785",20,"376785",2727,"02727","367","367",22.6703033447266,85.0410003662109,228.399993896484,10.5,"367","Simdega",467,20367059171467,0
20,360,-999,,"ginga","dari",1,45,1,-999,,2,,1,0,7,0,0,,,,,,,,,,,,7000,1000,-0.428571432828903,1,26,60,0,0.400000005960464,19,12,0,-0.368421047925949,,,,,3,,150,4,4,600,0,2,4,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,1,,,,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"CIFF",25,"096",1365.24072265625,17872.9451162429,17872.9453125,"20360935096519",1,1,,,,,,0,0,0,0,1,0,0,0,1,0,"11-20-368234",20,"368234",2649,"02649","360","360",24.0015659332275,85.5028991699219,556.400024414063,4.19999980926514,"360","Hazaribagh",516,20360025459516,1
20,360,,,"Pundari","Ktam dag",1,30,3,2,,1,,1,0,7,0,0,,,,,,,,,,,,5000,1000,-0.200000002980232,1,28,,0,,20,30,0,0.333333343267441,,,,,4,,300,5,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,-999,,,,,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,"CIFF",25,"022",1365.24072265625,8466.0834731257,8466.0830078125,"20360935022153",1,1,,,,,,1,0,0,0,0,0,0,0,0,1,"11-20-368691",20,"368691",2655,"02655","360","360",23.9125499725342,85.3175277709961,604.299987792969,4.90000009536743,"360","Hazaribagh",420,20360025181420,1
28,5,,,"Singareddypally","Penegaluru",1,53,4,2,,1,,1,1,5,0,0,,,,,,,,,,,,10000,3000,0.200000002980232,0,,,,,,,0,,,50,0,,,,,,,,,,,,,,,,,,,,,,32,,0,3,,,,,1,0,0,1,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,0,1000,1,1000,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOAR",13,"471",1,41793.7604162088,41793.76171875,"285753471593",0,1,,,,,,,,,,,,,,,,"11-28-593612",28,"593612",5244,"05244","551","551",14.2921323776245,79.258186340332,18.2822036743164,4,"5","5",422,28005013059422,0
28,554,,,"Karraballavolu","Odhel",1,27,3,2,,1,,1,0,5,0,0,,,,,,,,,,,,6000,200,-0.866666674613953,1,,,,,,,0,,1,1,0,0,0,,,,0,,,,,,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-999,,1000,1,1000,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",9,"512",1,41793.7604162088,41793.76171875,"28554079512724",0,1,,,,,,1,0,0,0,0,1,0,0,0,0,"11-28-803013",28,"803013",5378,,,"554",13.7493095397949,79.7155532836914,0,28.8999996185303,"554","554",52,2855455479952,0
20,360,,,"Dari","Dari",1,37,3,4,,1,,0,0,5,0,0,,,,,,,,,,,,20000,2000,-0.600000023841858,1,27,29,0,0.0740740746259689,30,20,0,-0.333333343267441,,,,,4,,250,,0,0,1,-1,0,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1300,1,1300,0,1,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,1,1,1,1,1,1,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,"CIFF",24,"021",1194.58569335938,7505.86374449916,1194.58569335938,"20360223021917",0,1,1,,4,,3,1,0,0,0,0,0,0,0,0,1,"11-20-368937",20,"368937",2659,,,"360",23.7213973999023,85.3875350952148,364.700012207031,4.09999990463257,"360","Hazaribagh",584,20360024110584,0
20,353,20,353,"Amrapara","Amrapara",1,40,3,4,,1,,0,0,5,0,0,,,,,,,,,,,,3000,1500,1,0,26,23,0,-0.115384615957737,30,30,0,0,,,,,4,,1400,7,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,"Kam band hai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1000,1,1000,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",4,"054",893.484191894531,5613.97197329968,5613.97216796875,"20353282054541",1,1,,,,,,1,0,0,0,0,0,0,0,0,1,"11-20-360166",20,"360166",2574,"02574","353","353",24.5188598632813,87.5702590942383,71.4000015258789,11.5,"353","Pakur",298,20353004198298,1
8,122,,,"lohda","lohda",1,28,5,4,,1,,1,0,3,0,0,,,,,,,,,,,,6000,5000,1.66666662693024,0,,,0,,25,20,0,-0.200000002980232,,,,,2,,200,7,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,1,,,,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"CIFF",180,"094",1652.79711914063,6938.34454708357,6938.3447265625,"8122695094155",1,1,,,,,,1,0,0,0,0,0,0,1,0,0,"11-08-800592",8,"800592",634,,,"122",25.3476428985596,74.6387481689453,370,9.30000019073486,"122","Bhilwara",71,812218010571,1
23,463,,,"Makruhar","Dodal",1,40,2,4,,2,,0,0,4,0,0,,,,,,,,,,,,,400,,,22,22,0,0,120,15,0,-0.875,,,,,2,,1850,0,0,0,1,-1,0,,0,1,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2000,1,2000,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",20,"477",9,13675.8482494158,13675.8486328125,"23463689477701",0,1,,,,,,1,0,0,0,0,0,0,1,0,0,"11-23-504009",23,"504009",3705,"03705","463","463",23.911642074585,82.6565551757813,365.100006103516,4.19999980926514,"463","463",162,23463463382162,0
